IncidentDate,IncidentTime,FlightID,Aircraft,Altitude,Airport,LaserColor,Injury,City,State
22-Jul-18,0500,QXE2176,DHD,25000,SFF,Green,No,Spokane,Washington
22-Jul-18,0520,ASA382,B737,16000,SFO,Green,No,San Francisco,California
22-Jul-18,0545,MHO756,C208,7000,OGG,Green,No,Kahului,Hawaii
23-Jul-18,0047,SWA1478,B737,6000,RDU,Green,No,Raleigh,North Carolina
23-Jul-18,0405,CAHP43,GA8,6500,FAT,Green,No,Fresno,California
23-Jul-18,0542,SWA3966,B737,15500,SAT,Green,No,San Antonio,Texas
23-Jul-18,0638,N57RC,SR22,12000,RNO,Green,No,Reno,Nevada
23-Jul-18,0718,N502TM,C172,1500,ONT,Green,No,Ontario,California
24-Jul-18,0119,SKIER02,C130,9000,BED,Green,No,Bedford,Massachusetts
24-Jul-18,0212,RPA4621,E75L,6000,HSV,Green,No,Huntsville,Alabama
24-Jul-18,0227,SKW4789,E75/L,7000,ORD,Green,No,Chicago,Illinois
24-Jul-18,0428,LOF3340,E145,5500,ELP,Green,No,El Paso,Texas
24-Jul-18,0448,UPS887,B763,2800,ONT,Green,No,Ontario,California
24-Jul-18,0530,SWA2036,B737,11000,SMF,Green,No,Sacramento,California
24-Jul-18,0600,DAL1788,B737,2000,ONT,Green,No,Ontario,California
24-Jul-18,0601,UAL8141,B752,2000,LAX,Green,No,Los Angeles,California
24-Jul-18,0603,N63843,C172,3500,PDX,Green,No,Portland,Oregon
24-Jul-18,0616,AAL2674,B737,4500,SAN,Green,No,San Diego,California
24-Jul-18,0617,SWA1333,B737,2800,LAX,Green,No,Los Angeles,California
24-Jul-18,0638,GTI1820,B763,4000,LAX,Green,No,Los Angeles,California
24-Jul-18,0941,ASA773,B738,6000,SAN,Blue,No,San Diego,California
24-Jul-18,1010,LN853AL,PC12,12500,UAO,Green,No,Aurora,Oregon
25-Jul-18,0057,C6585,HH65,1500,BQN,Green,No,Aguada,Puerto Rico
25-Jul-18,0145,DAL549,B739,1500,SJU,Green,No,San Juan,Puerto Rico
25-Jul-18,0234,UPS795,B757,7000,HRL,Green,No,Harlingen,Texas
25-Jul-18,0250,N753QS,CL35,11000,CAK,Green,No,Akron,Ohio
25-Jul-18,0315,JIA5443,CRJ2,2000,TOL,Green,No,Toledo,Ohio
25-Jul-18,0328,AAL1371,MD82,20000,DSM,Green,No,Des Moines,Iowa
25-Jul-18,0330,ASA1483,A319,3000,LAX,Green,No,Los Angeles,California
25-Jul-18,0353,MSQT542,P28A,4500,TUS,Green,No,Tucson,Arizona
25-Jul-18,0419,DAL2332,B739,9000,SLC,Green,No,Salt Lake City,Utah
25-Jul-18,0425,SWA2359,B737,4500,MKC,Green,No,Kansas City,Missouri
25-Jul-18,0426,ABX183,B763,7000,CVG,Green,No,Cincinnati,Ohio
25-Jul-18,0430,SWA2531,B737,7500,SMF,Green,No,Sacramento,California
25-Jul-18,0520,FDX1803,B767,2500,OAK,Green,No,Oakland,California
25-Jul-18,0520,SWA884,B737,7000,SMF,Green,No,Sacramento,California
25-Jul-18,1108,FDX1742,B763,9000,LAX,Green,No,Los Angeles,California
26-Jul-18,0114,AAY1325,A320,7000,CVG,Green,No,Cincinnati,Ohio
26-Jul-18,0155,SWA308,B737,5500,HOU,Green,No,Houston,Texas
26-Jul-18,0252,EJA753,CL35,11000,CAK,Green,No,Akron,Ohio
26-Jul-18,0328,DAL1676,A319,8000,SNA,Green,No,Santa Ana,California
26-Jul-18,0358,UPS5651,B752,30000,SDF,Green,No,Louisville,Kentucky
27-Jul-18,0130,AAL696,A321,2000,PHL,Green,No,Philadelphia,Pennsylvania
27-Jul-18,0132,SWA2417,B737,2000,SJU,Green,No,San Juan,Puerto Rico
27-Jul-18,0216,SWA1010,B737,7000,MKC,Green,No,Kansas City,Missouri
27-Jul-18,0234,RPA3562,E75L,10000,IND,Green,No,Indianapolis,Indiana
27-Jul-18,0235,FDX1283,B763,2000,IND,Green,No,Indianapolis,Indiana
27-Jul-18,0236,ENY3975,E135,4000,GSO,Red,No,Greensboro,North Carolina
27-Jul-18,0249,DAL804,MD83,4000,IND,Green,No,Indianapolis,Indiana
27-Jul-18,0340,SKW7372,CRJ2,20000,STC,Green,No,Brainerd,Minnesota
27-Jul-18,0345,FDX1312,MD11,20000,SAT,Green,No,San Antonio,Texas
27-Jul-18,0350,NKS868,A320,1300,LAX,Green,No,Los Angeles,California
27-Jul-18,0400,N22PC,C550,9000,ELP,Green,No,El Paso,Texas
27-Jul-18,0450,OXF584,P28A,2900,FFZ,Green,No,Mesa,Arizona
27-Jul-18,0626,SWA991,B737,8000,PHX,Green,No,Phoenix,Arizona
27-Jul-18,0802,N3090A,PA44,1000,SMF,Green,No,Sacramento,California
28-Jul-18,0026,LN82ML,C550,20000,SJU,Green,No,San Juan,Puerto Rico
28-Jul-18,0315,ASQ2859,CRJ2,11000,SBN,White,No,South Bend,Indiana
28-Jul-18,0321,RPA3557,E170,5000,MCI,Green,No,Kansas City,Missouri
28-Jul-18,0340,N6050A,C162,2000,RIV,Green,No,Riverside,California
28-Jul-18,0350,LOF4670,E145,3500,DAY,Green,No,Dayton,Ohio
28-Jul-18,0406,AWI808A,CRJ2,10000,PIA,Green,No,Peoria,Illinois
28-Jul-18,0415,FDX1327,B752,8000,MEM,Green,No,Memphis,Tennessee
28-Jul-18,0418,ASH5879,CRJ9,4000,IAH,Green,No,Houston,Texas
28-Jul-18,0422,XAC4,A109,2500,FSD,Green,No,Sioux Falls,South Dakota
28-Jul-18,0424,SWA462,B737,11000,MCI,Green,No,Kansas City,Missouri
28-Jul-18,0900,CTL10,AC50/U,6000,BHM,Green,No,Birmingham,Alabama
28-Jul-18,2125,NKS762,A320,3000,ORD,Blue,No,Chicago,Illinois
29-Jul-18,0040,AAL593,E190,4000,PHL,Green,No,Philadelphia,Pennsylvania
29-Jul-18,0141,SWA5577,B737,7000,DCA,Green,No,Washington,District of Columbia
29-Jul-18,0202,ASQ4201,E145,2000,CLE,Green,No,Cleveland,Ohio
29-Jul-18,0210,DAL864,B712,11500,MSP,Green,No,Minneapolis,Minnesota
29-Jul-18,0230,N1NS,C172,3500,IND,Green,No,Indianapolis,Indiana
29-Jul-18,0238,SKW5051,CRJ2,8500,PUB,Green,No,Pueblo,Colorado
29-Jul-18,0243,N712CG,C680,5000,MSP,Green,No,Minneapolis,Minnesota
29-Jul-18,0250,ASA784,B737,7000,ABQ,Green,No,Albuquerque,New Mexico
29-Jul-18,0300,N41XL,M20P,3500,FAR,Green,No,Fargo,North Dakota
29-Jul-18,0314,SWA5615,B737,6000,SAT,Green,No,San Antonio,Texas
29-Jul-18,0326,RPA4743,E75S,36000,ATL,Green,No,Atlanta,Georgia
29-Jul-18,0348,AIRR1,AS350,2200,OKC,Green,No,Oklahoma City,Oklahoma
29-Jul-18,0350,N917MA,C172,4000,FNB,Green,No,Falls City,Nebraska
29-Jul-18,0355,LN877CR,EC45,1900,MKE,Blue,No,Milwaukee,Wisconsin
29-Jul-18,0515,GAJ508,C56X,21000,SBN,Green,No,Chicago,Illinois
29-Jul-18,0631,N429MT,HELO,5500,ELP,Green,No,El Paso,Texas
29-Jul-18,0640,UAL1186,B757,3500,LAX,Green,No,Los Angeles,California
30-Jul-18,0147,EDV3381,CRJ9,2000,LGA,Green,No,New York,New York
30-Jul-18,0150,N514DT,SR22,7500,HPN,Green,No,Westchester,New York
30-Jul-18,0155,SWA5199,B737/L,7000,BOS,Green,No,Boston,Massachusetts
30-Jul-18,0158,AAL2043,E190,1500,LGA,White,No,New York,New York
30-Jul-18,0215,DAL2973,A320,10000,EWR,unkwn,No,Newark,New Jersey
30-Jul-18,0226,UAL794,B739,8000,ORD,Blue,No,Chicago,Illinois
30-Jul-18,0232,RPA3604,E170,9000,EWR,Green,No,Newark,New Jersey
30-Jul-18,0329,SWA5216,B737,23000,LEX,Green,No,Lexington,Kentucky
30-Jul-18,0330,LOF4285,E145,17000,BHM,Green,No,Birmingham,Alabama
30-Jul-18,0335,WJA556,B736,39000,GDW,Green,YES,Gladwin,Michigan
30-Jul-18,0347,SWA4434,B737,7000,SMO,Green,No,Santa Monica,California
30-Jul-18,0410,LFT48,HELO,3200,SAT,Green,No,San Antonio,Texas
30-Jul-18,0520,N389PH,EC135,1500,MEI,Green,No,Meridian,Mississippi
30-Jul-18,0524,SKYDWN1,C182,11000,BOI,Green,No,Boise,Idaho
30-Jul-18,0604,DAL2070,MD90,6000,PHX,Green,No,Phoenix,Arizona
31-Jul-18,0155,N255DV,CL30,2500,ADW,Green,No,Washington,District of Columbia
31-Jul-18,0242,UAL2295,B739,12000,MCI,Green,No,Kansas City,Missouri
31-Jul-18,0320,SWA682,B737,12000,MCI,Green,No,Kansas City,Missouri
31-Jul-18,0324,AWI3895,CRJ2,6000,DAY,Green,No,Dayton,Ohio
31-Jul-18,0347,DAL2957,B729,8000,MSP,Green,No,Minneapolis,Minnesota
31-Jul-18,0405,DAL2812,B739,7000,MCI,Green,No,Kansas City,Missouri
31-Jul-18,0431,SWA555,B737,10000,WVI,Green,No,Watsonville,California
31-Jul-18,0433,N734KU,C172,4500,PDX,Green,No,Portland,Oregon
31-Jul-18,0714,ASA865,B739,5000,LVK,Green,No,Livermore,California
1-Aug-18,0155,N89539,C172,1500,MQY,White,No,Smyrna,Tennessee
1-Aug-18,0155,SKW3136,CRJ7/L7,7000,ORD,multi,No,Chicago,Illinois
1-Aug-18,0255,SWA473,B737,12000,DFW,Green,No,Dallas,Texas
1-Aug-18,0311,DAL1491,B752,4200,TPA,Green,No,Tampa,Florida
1-Aug-18,0312,AAL2576,B737,11000,BWI,Green,No,Baltimore,Maryland
1-Aug-18,0415,SVL22,C25B,12000,SJC,Green,No,San Jose,California
1-Aug-18,0416,UPA1013,A306,12000,CVG,Green,No,Covington,Kentucky
1-Aug-18,0536,CPZ6059,E75S,36000,LAX,Green,No,Los Angeles,California
1-Aug-18,0555,N66119,C150,2500,PDX,Green,No,Portland,Oregon
1-Aug-18,0650,UAL991,B38M,6000,SAN,Green,No,San Diego,California
1-Aug-18,2349,SWQ7506,B734,1100,SJU,Green,No,San Juan,Puerto Rico
2-Aug-18,0157,UPS1375,B757,12000,TYS,White,No,Knoxville,Tennessee
2-Aug-18,0237,DAL804,MD88,13000,IND,Green,No,Indianapolis,Indiana
2-Aug-18,0246,LOF4799,E145/L,11500,SAF,Green,No,Santa Fe,New Mexico
2-Aug-18,0349,WOLF6,DA20,6000,SLC,Green,No,Salt Lake City,Utah
2-Aug-18,0356,UTAH52,K35R,10000,SLC,Green,No,Salt Lake City,Utah
2-Aug-18,0408,N321CL,C56X,3000,CHO,Green,No,Charlottesville,Virginia
2-Aug-18,0416,UPS2964,MD11,14500,ONT,Green,No,Ontario,California
2-Aug-18,0430,FDX1307,DC10,18000,IND,Green,No,Indianapolis,Indiana
2-Aug-18,0438,UPS855,B752,37000,EVV,Green,No,Evansville,Indiana
2-Aug-18,0455,ASQ4132,E145/L,8000,CHA,Green,No,Charlotte,North Carolina
2-Aug-18,0457,SLINGR01,F16,1500,SKF,Green,No,San Antonio,Texas
2-Aug-18,0501,N326ND,PA44,4000,TIX,Green,No,Titusville,Florida
2-Aug-18,0715,NKS972,A320,12500,PHX,Green,No,Phoenix,Arizona
3-Aug-18,0044,AAL2631,MD83,12000,IRQ,Green,No,Colliers,South Carolina
3-Aug-18,0235,SKW5051,CRJ2,6900,PUB,Green,No,Pueblo,Colorado
3-Aug-18,0341,EDV5251,CRJ9,4000,DTW,Green,No,Detroit,Michigan
3-Aug-18,0350,N82075,PA28,4000,FTW,Blue,No,Fort Worth,Texas
3-Aug-18,0420,UPS214,MD11,16200,SDF,Green,No,Louisville,Kentucky
3-Aug-18,0430,N29FX,AS50,1600,VNY,Blue,No,Van Nuys,California
3-Aug-18,0437,N408LB,C172,4500,OAK,Green,No,Oakland,California
3-Aug-18,0445,N8421E,PC12,24000,RLG,Green,No,Kremmling,Colorado
3-Aug-18,0455,SWA241,B737,4500,SAN,Green,No,San Diego,California
3-Aug-18,0728,SWA580,B737,14500,DEN,Green,No,Denver,Colorado
4-Aug-18,0100,MYRTLE1,R44,1200,MYR,Green,No,Myrtle Beach,South Carolina
4-Aug-18,0103,UAL727,B752,15500,ESL,Green,No,Kessel,West Virginia
4-Aug-18,0257,SKW5412,E175,7000,DEN,Green,No,Denver,Colorado
4-Aug-18,0301,DAL1849,MD88,11200,CAK,Green,No,Akron,Ohio
4-Aug-18,0320,AAL2694,B737,6000,IAH,Green,No,Houston,Texas
4-Aug-18,0320,NKS665,A320/L,8000,FLL,Green,No,Fort Lauderdale,Florida
4-Aug-18,0355,N409AV,H25B,2000,VNY,Blue,No,Van Nuys,California
4-Aug-18,0443,N23SU,SR22,10500,PRC,Green,No,Prescott,Arizona
4-Aug-18,0450,SWA66,B737,800,DAL,Green,No,Dallas,Texas
4-Aug-18,0456,QXE2009,DH8D,12000,S33,Green,No,Madras,Oregon
4-Aug-18,0638,QXE2461,DH8D,23000,OLM,Green,No,Olympia,Washington
4-Aug-18,0855,NKS128,A320,20000,LAX,Green,No,Los Angeles,California
4-Aug-18,0930,JBU1084,A320,3000,FLL,Green,No,Fort Lauderdale,Florida
5-Aug-18,0105,UAL429,B738,14500,IAH,Green,No,Houston,Texas
5-Aug-18,0147,N2745E,C172,2500,EWB,Green,No,New Bedford,Massachusetts
5-Aug-18,0151,ASQ4159,E145,10000,CLE,Green,No,Cleveland,Ohio
5-Aug-18,0152,LOF4744,E145,10000,CLE,Green,No,Cleveland,Ohio
5-Aug-18,0220,ASQ4190,E145,9000,ECP,Green,No,Crestview,Florida
5-Aug-18,0227,ENY3523,E145,7000,RBD,Green,No,Dallas,Texas
5-Aug-18,0228,SWA3782,B737,9500,RBD,Green,No,Dallas,Texas
5-Aug-18,0235,ENY3717,E145,7000,BPT,Green,No,Beaumont,Texas
5-Aug-18,0255,UAL2031,B753,13000,DEN,Green,No,Denver,Colorado
5-Aug-18,0345,AAL690,A319,10000,PHL,Green,No,Philadelphia,Pennsylvania
5-Aug-18,0356,SKW5233,CRJ2,11000,SFO,Green,No,San Francisco,California
5-Aug-18,0358,NKS281,A320,6000,DWH,Green,No,Houston,Texas
5-Aug-18,0408,WJA1776,B737,4000,SFO,Green,No,San Francisco,California
5-Aug-18,0422,ASA1940,A321,4500,SFO,Green,No,San Francisco,California
5-Aug-18,0425,DPS105,HELO,5000,LBB,Green,No,Lubbock,Texas
5-Aug-18,0441,N735PE,C182,9000,GZS,Green,No,Pulaski,Tennessee
5-Aug-18,0445,SWA5451,B737,4500,SJC,Green,No,San Jose,California
5-Aug-18,0445,UAL583,A319,8000,SJC,Green,No,San Jose,California
5-Aug-18,0525,ROBI99,HELO,3000,LAS,Green,No,Las Vegas,Nevada
5-Aug-18,0535,N149WW,C525,3000,HIO,Green,No,Portland,Oregon
5-Aug-18,0553,QXE2224,DH8D,6000,PDX,Green,No,Portland,Oregon
5-Aug-18,0632,FFT371,A320,4500,ONT,Green,No,Ontario,California
5-Aug-18,0702,FFT667,A319,4500,SFO,Green,No,San Francisco,California
5-Aug-18,0716,CLX774,B744,3800,LAX,Green,No,Los Angeles,California
5-Aug-18,1013,AAL2442,B737,19500,IAH,Green,No,Houston,Texas
6-Aug-18,0114,N835TB,BE40,3000,PIT,Green,No,Pittsburgh,Pennsylvania
6-Aug-18,0215,UAL1984,B737,14000,TNV,Green,No,Navasota,Texas
6-Aug-18,0237,FFT242,A320,7000,IAH,Green,No,Houston,Texas
6-Aug-18,0245,EDV5300,CRJ9,8000,BHM,Green,No,Birmingham,Alabama
6-Aug-18,0311,ASQ3984,E45,24000,LEX,Green,No,Lexington,Kentucky
6-Aug-18,0322,POLICE2,HELO,1600,SAT,Green,No,San Antonio,Texas
6-Aug-18,0337,NKS583,A320,4000,LAX,Green,No,Los Angeles,California
6-Aug-18,0340,TWY927,F2TH,7000,SAT,Green,No,San Antonio,Texas
6-Aug-18,0430,N768FS,SR22,4000,OJC,Green,No,Olathe,Kansas
6-Aug-18,0455,N2713G,C182,7500,BJC,Green,No,Boulder,Colorado
6-Aug-18,1241,GJS4497,CRJ7,3600,SJC,Green,No,San Jose,California
6-Aug-18,1500,ENY3803,E135,900,LGA,Green,No,New York,New York
6-Aug-18,1529,ENY3776,E135,1300,LGA,Green,No,New York,New York
7-Aug-18,0152,ENY3375,E145,6000,MIA,Green,No,Miami,Florida
7-Aug-18,0235,UAL1878,B737,8000,IAH,Green,No,Houston,Texas
7-Aug-18,0247,RPA3562,E75L,7400,IND,Green,No,Indianapolis,Indiana
7-Aug-18,0253,UAL464,A320,19000,JVL,Green,No,Janesville,Wisconsin
7-Aug-18,0307,ASH6150,E75/L,39000,GSP,Green,No,Greer,South Carolina
7-Aug-18,0314,N210GS,C210,8000,CAK,Green,No,Akron,Ohio
7-Aug-18,0321,FOXX2,HELO,1200,BWI,Green,No,Baltimore,Maryland
7-Aug-18,0325,SPCTR61,C130,17000,ABQ,Green,No,Albuquerque,New Mexico
7-Aug-18,0556,N705JA,C172,7500,OLM,Green,No,Olympia,Washington
7-Aug-18,0558,UAL252,B772,2800,HNL,Green,No,Honolulu,Hawaii
7-Aug-18,0602,N422PM,BE9L,3300,RAP,Green,No,Rapid City,South Dakota
7-Aug-18,0633,XSN02,PC12,3000,OAK,Blue,No,Oakland,California
7-Aug-18,0638,N4203P,C172,6000,RDM,Green,No,Redmond,Oregon
7-Aug-18,0709,ASA865,B739,6000,SFO,Green,No,San Francisco,California
7-Aug-18,0750,AA1736,A321,3000,PDX,Green,No,Portland,Oregon
8-Aug-18,0032,EJA370,C680,1800,HYA,Green,No,Hyannis,Massachusetts
8-Aug-18,0315,SKW4744,E145,4000,LGA,Green,No,New York,New York
8-Aug-18,0347,C6035,H60,1500,PDX,Green,No,Seaside,Oregon
8-Aug-18,0411,N53FJ,F900,6500,MAF,Green,No,Midland,Texas
8-Aug-18,0458,N333WF,DA20,8000,APA,Green,No,Denver,Colorado
8-Aug-18,0501,SCX396,B737,6000,MSP,Green,No,Minneapolis,Minnesota
8-Aug-18,0512,FFT1839,A320,1600,SAN,Green,No,San Diego,California
8-Aug-18,0515,N7985P,PA24,2000,ACT,Green,No,Waco,Texas
8-Aug-18,1107,FDX1459,A306,5000,LBB,Green,No,Lubbock,Texas
9-Aug-18,0055,NKS324,A320,2000,ACY,Green,No,Atlantic City,New Jersey
9-Aug-18,0057,RIX868,BE30,2000,HYA,Green,No,Hyanis,Massachusetts
9-Aug-18,0108,AAL2581,B738,10000,CLT,Green,No,Charlotte,North Carolina
9-Aug-18,0229,R26825,H60,2000,LFT,Green,No,Lafayette,Louisiana
9-Aug-18,0230,FERAL42,BE40,4000,ABI,Red,No,Abilene,Texas
9-Aug-18,0230,N411NB,DA40,2500,GPT,Green,No,Gulfport,Mississippi
9-Aug-18,0240,ASH6339,E75L,15000,IAH,Green,No,Houston,Texas
9-Aug-18,0252,N873AS,CRJ2,11000,CID,Green,No,Cedar Rapids,Iowa
9-Aug-18,0252,SKW4853,CRJ2,11000,SFO,Green,No,San Francisco,California
9-Aug-18,0255,ASQ4320,E145,11000,IAH,Green,No,Houston,Texas
9-Aug-18,0300,DAL2202,B757,16000,ATL,Green,No,Atlanta,Georgia
9-Aug-18,0304,DAL2725,MD90,14000,IAH,Blue,No,Houston,Texas
9-Aug-18,0305,N6001Y,BE76,1900,CXO,Green,No,Houston,Texas
9-Aug-18,0308,UAL1963,B739,11000,CXO,Green,No,Houston,Texas
9-Aug-18,0321,GTI188,B767,24000,BOS,Green,No,Boston,Massachusetts
9-Aug-18,0340,CH401,H60,4000,CRQ,Green,No,San Diego,California
9-Aug-18,0415,NKS715,A321,7000,IAH,Green,No,Houston,Texas
9-Aug-18,0417,UAL1197,B738,4000,SFO,Green,No,San Francisco,California
9-Aug-18,0425,N262MH,EC145,2000,CAK,Green,No,Akron,Ohio
9-Aug-18,0426,UPS887,B767,2600,ONT,Green,No,Ontario,California
9-Aug-18,0502,SKW4452,CRJ9,33000,74V,Green,No,Roosevelt,Utah
9-Aug-18,0503,DAL1127,B717,9000,CID,Green,No,Cedar Rapids,Iowa
9-Aug-18,0510,FFT571,A320,11000,PVU,Green,No,Provo,Utah
9-Aug-18,0545,SWA2422,B737,3000,ICT,Green,No,Wichita,Kansas
9-Aug-18,0600,N80470,C172,6500,OLM,Green,No,Olympia,Washington
9-Aug-18,0610,N63843,C172,6500,OLM,Green,No,Olympia,Washington
9-Aug-18,0625,N5436E,C172,4500,OLM,Green,No,Olympia,Washington
9-Aug-18,0645,QXE2624,E75S,9000,BZN,Green,No,Bozeman,Montana
9-Aug-18,0846,MTN8308,C208,1000,BWI,Green,No,Baltimore,Maryland
9-Aug-18,0850,UPS1218,B757,1700,BWI,Green,No,Baltimore,Maryland
10-Aug-18,0101,SWQ3154,B737,1500,MIA,Green,No,Miami,Florida
10-Aug-18,0103,SWA1050,B738,5000,BWI,Green,No,Baltimore,Maryland
10-Aug-18,0122,TEAM79,HELO,2000,LEX,Green,No,Lexington,Kentucky
10-Aug-18,0135,DAL788,B788,7000,DTW,Green,No,Detroit,Michigan
10-Aug-18,0137,HNET3,HELO,200,HTS,Green,No,Huntington,West Virginia
10-Aug-18,0147,LFME1,A109,800,BGR,White,No,Bangor,Maine
10-Aug-18,0153,RN185,TEX2,1500,MSY,Green,No,New Orleans,Louisiana
10-Aug-18,0156,R08804,H47,1000,MEI,Green,No,Meridian,Mississippi
10-Aug-18,0202,AAL754,A330,14000,PHL,Green,No,Philadelphia,Pennsylvania
10-Aug-18,0205,SWA1692,B737,7000,AUS,Green,No,Austin,Texas
10-Aug-18,0207,JIA5093,CRJ2,3000,MOB,Blue,No,Mobile,Alabama
10-Aug-18,0208,DAL2973,A320,10000,VAY,Green,No,Mount Holly,New Jersey
10-Aug-18,0215,JBU997,A320,13000,BOS,Green,No,Boston,Massachusetts
10-Aug-18,0215,RPA4474,E170,4000,IND,Green,No,Indianapolis,Indiana
10-Aug-18,0222,N45CC,SR22,5500,DAY,Green,No,Dayton,Ohio
10-Aug-18,0230,DAL220,A320,1500,ATL,Green,No,Atlanta,Georgia
10-Aug-18,0230,DAL2643,A321,17000,ATL,Green,No,Atlanta,Georgia
10-Aug-18,0238,N383ST,HELO,1500,FNT,Green,No,Flint,Michigan
10-Aug-18,0302,SWA752,B738,3000,MIA,Green,No,Miami,Florida
10-Aug-18,0330,UAL8168,B738,10000,IAH,Blue,No,Houston,Texas
10-Aug-18,0336,NKS281,A321,10000,IAH,Blue,No,Houston,Texas
10-Aug-18,0338,RPA3530,E170,12000,DTW,Green,No,Detroit,Michigan
10-Aug-18,0342,JIA5455,CRJ9,3000,CHO,Green,No,Charlottesville,Virginia
10-Aug-18,0418,JBU90,A321,11000,SAN,Green,No,San Diego,California
10-Aug-18,0420,AWI3892,CRJ@,3000,DAY,Green,No,Dayton,Ohio
10-Aug-18,0433,SWA374,B38M,17000,LAX,Green,No,Los Angeles,California
10-Aug-18,0454,DAL2929,B752,15500,LAX,Green,No,Los Angeles,California
10-Aug-18,0458,ENY3375,E145,5000,RIC,Green,No,Richmond,Virginia
10-Aug-18,0500,JBU933,E190,1900,SJU,Green,No,San Juan,Puerto Rico
10-Aug-18,0525,N36JC,P28A,1300,PLU,Green,No,Puyallup,Washington
10-Aug-18,0534,AAL2573,MD82,9500,STL,Green,No,St Louis,Missouri
10-Aug-18,0548,SWA1656,B737,10000,STL,Green,No,St Louis,Missouri
10-Aug-18,0757,N9437J,P28A,2500,PDX,Green,No,Portland,Oregon
10-Aug-18,1014,FDX1718,DC10,5000,MSP,Green,No,Minneapolis,Minnesota
10-Aug-18,1102,UPS972,A306,2200,PDX,Green,No,Portland,Oregon
11-Aug-18,0126,ENY3449,E145,3000,CMI,Green,No,Champaign,Illinois
11-Aug-18,0130,UCA4969,E45X,14000,TEB,Green,No,Teterboro,New Jersey
11-Aug-18,0143,SWA2555,B737,5000,DAL,Green,No,Dallas,Texas
11-Aug-18,0217,EDV9170,CRJ2,4000,ORD,Green,No,Chicago,Illinois
11-Aug-18,0222,AAL891,A321,4000,ORD,Green,No,Chicago,Illinois
11-Aug-18,0310,SWA1987,B737,22000,HOU,Green,No,Houston,Texas
11-Aug-18,0430,UPS1385,H/A306,29000,MKL,Green,No,Jackson,Tennessee
11-Aug-18,0440,DAL2995,B738,7000,SEA,Green,No,Seattle,Washington
11-Aug-18,0704,N17141,C150,3000,LIT,Green,No,Russellville,Arkansas
11-Aug-18,0908,N5494P,C152,5500,OLM,Green,No,Olympia,Washington
12-Aug-18,0151,FOSTAIR13,Helo,1000,STL,Green,No,St. Louis,Missouri
12-Aug-18,0230,DAL675,B737,32000,MCM,Orange,No,St. Louis,Missouri
12-Aug-18,0230,ROVE20,TEX2 ,3000,EFD,Green,No,Houston,Texas
12-Aug-18,0247,AAY1359,A320,26900,CPF,Green,No,Hazard,Kentucky
12-Aug-18,0313,N315CS,C560/L,10000,DTS,Green,No,Destin,Florida
12-Aug-18,0322,AAL1458,MD82,6000,OUN,Green,No,Norman,Oklahoma
12-Aug-18,0323,SKW5990,E75L,15000,CCR,Green and Blue,No,Oakland,California
12-Aug-18,0400,N3555L,C172,1000,HIO,Red,No,Hillsboro,Oregon
12-Aug-18,0421,LF24,BELL407,2500,ICT,Green,No,Wichita,Kansas
12-Aug-18,0430,N55ZA,GS2 ,4000,SJC,Green,No,San Jose,California
12-Aug-18,0515,SKW3258,CRJ7,9000,PHX,Yellow,No,Phoenix,Arizona
12-Aug-18,0603,SKW5744,E75L/L,5000,SBA,Green,No,Santa Barbara,California
12-Aug-18,0603,SKW5746,CRJ2,5000,SBA,Green,No,Santa Barbara,California
12-Aug-18,0724,CR6209,AS65,500,SFO,Green,No,San Francisco,California
12-Aug-18,0843,JBU333,A321,7000,SJC,Green,No,San Jose,California
12-Aug-18,0905,HAL42,A332,500,SFO,Purple,No,San Francisco,California
13-Aug-18,0121,DAL1704,B757,4000,DET,Green,No,Detroit,Michigan
13-Aug-18,0247,RPA4554,E75S,10000,RDG,Green,No,Reading,Pennsylvania
13-Aug-18,0303,N52364,C172,800,SNA,Green,No,Santa Ana,California
13-Aug-18,0334,AAL2109,A319,100,CLE,Green,No,Cleveland,Ohio
13-Aug-18,0345,SKW3490,E75S,4000,O32,Green,No,Reedley,California
13-Aug-18,0400,DAL2643,A321/L,18000,ATL,Green,No,Atlanta ,Georgia
13-Aug-18,0400,DAL2649,A321,18000,ATL,Green,No,Atlanta ,Georgia
13-Aug-18,0406,COASTL1,L39 ,10000,TUS,Green,No,Tucson,Arizona
13-Aug-18,0413,SRVY2,C206 ,6500,TUS,Green,No,Tucson,Arizona
13-Aug-18,0415,DAL305,A321/L,20000,ATL,Green,No,Gainesville,Georgia
13-Aug-18,0430,SWA6010,B737,11000,IAH,Green,No,Houston,Texas
13-Aug-18,0430,UAL2833,B767,4000,IAH,Green,No,Houston,Texas
13-Aug-18,0711,JBU670,A321,6000,SJC,Green,No,San Jose,California
13-Aug-18,0717,GTI584,B767,32000,VQQ,Green,No,Jacksonville,Florida
13-Aug-18,0735,RCH554,C17,19000,BWG,Green and Blue,No,Bowling Green,Kentucky
14-Aug-18,0023,MYRTLE1,Helo,1200,MYR,Green,No,Myrtle Beach,South Carolina
14-Aug-18,0143,AAL2693,B738/L,3000,ORD,Green,No,Chicago,Illinois
14-Aug-18,0239,GGN7409,CRJ2,3000,CLE,Green,No,Cleveland,Ohio
14-Aug-18,0240,N405EH,EC135,2000,CHA,Green,No,Chattanooga,Tennessee
14-Aug-18,0258,UAL1211,B739,3000,PIT,Green,No,Pittsburgh,Pennsylvania
14-Aug-18,0302,SNC1259,SH36,2500,CRW,Green,No,Charleston,West Virginia
