IncidentDate,IncidentTime,FlightID,Aircraft,Altitude,Airport,LaserColor,Injury,City,State
1-Jan-18,0015,UAL4,B77W,1200,IAH,Green,No,Houston,Texas
1-Jan-18,0032,AAL916,A319,7000,TMB,Green,No,Miami,Florida
1-Jan-18,0257,SKW4957,CRJ7,7000,SLC,Green,No,Salt Lake City,Utah
1-Jan-18,0302,CPZ6091,E75L,1000,LAX,Green,No,Los Angeles,California
1-Jan-18,0318,UPS5901,B747,10000,SDF,Green,No,Louisville,Kentucky
1-Jan-18,0354,SWA3450,B737,1000,LAX,Green,No,Los Angeles,California
1-Jan-18,0410,SWA4661,B738,2000,MCO,Green,No,Orlando,Florida
1-Jan-18,0440,SKW5118,CRJ2,15000,LAX,Green,No,Los Angeles,California
1-Jan-18,0445,FFT1511,A320,15000,OBK,Green,No,Northbrook,Illinois
1-Jan-18,0445,SKW5177,CRJ7,6500,TUS,Purple,No,Tucson,Arizona
1-Jan-18,0453,GJS6192,CRJ 7,1800,MEM,Green,No,Memphis,Tennessee
1-Jan-18,0709,ASA488,B737,8000,SAN,Green,No,San Diego,California
1-Jan-18,0820,EVAC24,HELO,9500,TUS,Green,No,Tucson,Arizona
1-Jan-18,0820,PHMM24,AS50,9500,TUS,Green,No,Tucson,Arizona
1-Jan-18,0825,SURVEY1,C206,5500,TUS,Green,No,Tucson,Arizona
1-Jan-18,0917,AIRR1,HELO,2500,OKC,Green,No,Oklahoma City,Oklahoma
2-Jan-18,0058,LM30,HELO,3000,LAS,Green,No,Las Vegas,Nevada
2-Jan-18,0111,AAL550R,A321,7000,LGA,Green,No,New York,New York
2-Jan-18,0116,ENY3820,E145,7000,LGA,Green,No,New York,New York
2-Jan-18,0141,JIA5110,CRJ2,8900,BHM,Green,No,Birmingham,Alabama
2-Jan-18,0202,UAL980,B788,40000,STL,Green,No,St. Louis,Missouri
2-Jan-18,0203,DAL2110,B738,7900,SLC,Green,No,Salt Lake City,Utah
2-Jan-18,0210,DAL2360,B739,6100,SLC,Green,No,Salt Lake City,Utah
2-Jan-18,0247,RPA4417,E75,4000,MIA,Green,No,Miami,Florida
2-Jan-18,0259,UAL587,B737,22000,PYE,Green,No,Sonoma,California
2-Jan-18,0405,TV09,AS50,900,LAX,Green,No,Los Angeles,California
2-Jan-18,0405,TV7,AS50,900,LAX,Green,No,Los Angeles,California
2-Jan-18,0433,SKW5385,CRJ7,11700,PVU,Green,No,Salt Lake City,Utah
2-Jan-18,0615,JBU670,A320,5000,SJC,Green,No,San Jose,California
2-Jan-18,0655,ENY3308,E170,7000,GJT,Green,No,Grand Junction,Colorado
3-Jan-18,0015,N969JM,SR22,2000,ISM,Green,No,Orlando,Florida
3-Jan-18,0034,CPZ6064,E75L,3000,IAH,Green,No,Houston,Texas
3-Jan-18,0036,JIA5435,CRJ2,2500,TYS,Green,No,Knoxville,Tennessee
3-Jan-18,0120,N366CA,P28A,3000,CRQ,Green,No,Carlsbad,California
3-Jan-18,0205,AIR RESCUE1,HELO,500,OPF,Green,No,Miami,Florida
3-Jan-18,0205,AR2,B412,500,OPF,Green,No,Miami,Florida
3-Jan-18,0250,SLAM81,C172,4000,RIV,Green,No,Riverside,California
3-Jan-18,0400,AAL1278,B738,24500,PSP,Green,No,Palm Springs,California
3-Jan-18,0429,N519EB,SR22,9000,L53,Green,No,Lodi,California
3-Jan-18,0432,SWA1434,B737,3500,OAK,Green,No,Oakland,California
3-Jan-18,0512,UAL213,B752,3000,EWR,Green,No,Newark,New Jersey
3-Jan-18,0535,SWA974,B737,15000,SAN,Green,No,San Diego,California
3-Jan-18,0622,AAL2211,B738,3700,SNA,Green,No,Santa Ana,California
3-Jan-18,2349,DAL33,B763,12000,ATL,Green,No,Atlanta,Georgia
4-Jan-18,0044,SKW4560,CRJ2,1400,MOB,Green,No,Mobile,Alabama
4-Jan-18,0125,LNTLF12,HELI,1600,SYR,Green,No,Syracuse,New York
4-Jan-18,0125,SWA6233,B737,7000,PHX,Green,No,Phoenix,Arizona
4-Jan-18,0142,ASA391,B738,36000,PDX,Green,No,Portland,Oregon
4-Jan-18,0146,LIFENET1,HELO,1600,SYR,Green,No,Syracuse,New York
4-Jan-18,0147,AMF1803,BE99,9000,ABQ,Green,No,Albuquerque,New Mexico
4-Jan-18,0151,N5134K,C172,4500,PHX,Green,No,Phoenix,Arizona
4-Jan-18,0231,OMHA92A,A350,3000,MFE,Green,No,McAllen,Texas
4-Jan-18,0238,UPS9729,B757,3000,SAT,Green,No,San Antonio,Texas
4-Jan-18,0247,RPA4500,E75S,1000,MIA,Green,No,Miami,Florida
4-Jan-18,0358,SWA1706,B737,6000,SAT,Green,No,San Antonio,Texas
4-Jan-18,0414,RPA4464,E75S,4000,CMH,Green,No,Columbus,Ohio
4-Jan-18,0455,SKW5613,CRJ2,2500,BFL,Green,No,Bakersfield,California
4-Jan-18,1053,UPS610,B752,1000,ORD,Green,No,Chicago,Illinois
4-Jan-18,2233,MTN7102,C208/G,2500,SJU,Green,No,San Juan,Puerto Rico
4-Jan-18,2250,DAL1705,MD88,2000,LOU,Green,No,Louisville,Kentucky
4-Jan-18,2340,SWA576,B737,3000,RSW,Green,No,Fort Myers,Florida
4-Jan-18,2350,JIA5244,CRJ9,4000,CVG,Green,No,Cincinnati,Ohio
5-Jan-18,0017,AAL62,B777,7000,MIA,Green,No,Miami,Florida
5-Jan-18,0020,RDDL454,C172,1500,SFB,Green and Red,No,Sanford,Florida
5-Jan-18,0042,N21690,C172,3400,PBI,Green,No,West Palm Beach,Florida
5-Jan-18,0104,N184LW,P180,2000,DWH,Green,No,Houston,Texas
5-Jan-18,0104,SWA5693,B738,29000,TLH,Green,No,Tallahassee,Florida
5-Jan-18,0147,SKW511L,CRJ2,13500,DRO,Green,No,Durango,Colorado
5-Jan-18,0156,BTQ814,PC12,3500,PHX,Green,No,Phoenix,Arizona
5-Jan-18,0158,DJR88,C680,8000,APA,Green and Red,No,Denver,Colorado
5-Jan-18,0225,N2039R,C182,3500,IWA,Green,No,Phoenix,Arizona
5-Jan-18,0229,AAL2548,B738,11000,DFW,Green,No,Dallas-Fort Worth,Texas
5-Jan-18,0440,EJA365,C680,2000,OAK,Green and White,No,Oakland,California
5-Jan-18,0511,LN902TS,BE9L,9000,OGG,Green,No,Kahului,Hawaii
5-Jan-18,0527,SKW321H,E75L,3000,VNY,Green,No,Van Nuys,California
5-Jan-18,0537,ASA812,B738,3000,SJC,Green,No,San Jose,California
5-Jan-18,0925,UPS960,B767,8000,SDF,Green,No,Louisville,Kentucky
5-Jan-18,2310,SKW4831,CRJ2,9000,CHO,Blue,No,Charlottesville,Virginia
6-Jan-18,0005,N5321A,C172,4500,MEI,Blue,No,Meridian,Mississippi
6-Jan-18,0038,N449RK,PC12,14000,PCZ,Green,No,Waupaca,Wisconsin
6-Jan-18,0113,HRT445,C560,2000,FXE,Blue,No,Fort Lauderdale,Florida
6-Jan-18,0113,N376SP,C172,6500,ATL,Green,No,Atlanta,Georgia
6-Jan-18,0130,SRVY1,C206,5600,TUS,Green,No,Tucson,Arizona
6-Jan-18,0210,JIA5148,CRJ9,3500,CLT,Green,No,Charlotte,North Carolina
6-Jan-18,0235,EDV3362,CRJ2,13800,DAY,Green,No,Dayton,Ohio
6-Jan-18,0250,SWA984,B737,14000,SAT,Green,No,San Antonio,Texas
6-Jan-18,0251,PDT4800,E145,2500,CHO,Green,No,Charlottesville,Virginia
6-Jan-18,0328,DAL1112,B738,10000,RDU,Blue,No,Raleigh,North Carolina
6-Jan-18,0455,MHO744,C208,5000,OGG,Green,No,Kahului,Hawaii
6-Jan-18,0511,N902TS,BE9L,9000,OGG,Green,No,Kahului,Hawaii
6-Jan-18,0703,UAL1749,B738,3000,OGG,Green,No,Kahului,Hawaii
6-Jan-18,2235,N8889V,C172,2000,SJU,Green,No,San Juan,Puerto Rico
6-Jan-18,2326,JIA5463,CRJ9,5000,CLT,Green,No,Charlotte,North Carolina
7-Jan-18,0008,N7859B,B737,500,SDF,Green,No,Louisville,Kentucky
7-Jan-18,0008,SWA5422,B737,500,SDF,Green,No,Louisville,Kentucky
7-Jan-18,0018,UAL1602,B738,7500,IAH,Green,No,Houston,Texas
7-Jan-18,0026,NKS945,A321,19000,LAL,Green,No,Lakeland,Florida
7-Jan-18,0055,CONN462,SR20,2500,SFB,White,No,Sanford,Florida
7-Jan-18,0110,N789TT,C550,14000,TUS,Green,No,Tucson,Arizona
7-Jan-18,0213,JIA5101,DAY,3000,DAY,Green,No,Dayton,Ohio
7-Jan-18,0223,AAL1829,A319,3000,OAK,Green,No,Oakland,California
7-Jan-18,0328,SKW5413,CRJ2,15000,PSP,Green,No,Palm Springs,California
7-Jan-18,0330,N7771G,C172,2000,STS,Green,No,Sonoma,California
7-Jan-18,0332,SKW5716,E170,1500,ORD,Green,No,Chicago,Illinois
7-Jan-18,0345,EJA221,F2TH,12000,SFO,Green,No,San Francisco,California
7-Jan-18,0345,SWA3106,B737,16000,IAH,Green,No,Houston,Texas
7-Jan-18,0400,GJS4554,CRJ7,6000,LEX,Green,No,Lexington,Kentucky
7-Jan-18,0415,DAL1465,B738,6000,SAV,Green,No,Savannah,Georgia
7-Jan-18,0415,UAL454,B738,4000,OGG,Green,No,Kahului,Hawaii
7-Jan-18,0436,MHO79,C208,5000,OGG,Green,No,Kahului,Hawaii
7-Jan-18,0521,SKW5277,CRJ2,16700,PMD,Green,No,Palmdale,California
7-Jan-18,0525,N781P,SK76,900,APF,Green,No,Naples,Florida
7-Jan-18,0526,FFT1124,A320,3800,LAS,Green,No,Las Vegas,Nevada
7-Jan-18,0555,AMX788,B737,8500,SMF,Green,No,Sacramento,California
7-Jan-18,0834,JBU943,A320,10000,ONT,Green,No,Ontario,California
7-Jan-18,1255,N528MP,GLEX,4000,MDW,Green,No,Chicago,Illinois
8-Jan-18,0010,UAL1099,B737,8500,IAH,Green,No,Houston,Texas
8-Jan-18,0100,CPZ6091,E75L,9000,ELP,Green,No,El Paso,Texas
8-Jan-18,0100,EDV3652,CRJ2/L,10000,CRW,Green,No,Charleston,West Virginia
8-Jan-18,0110,JIA5435,CRJ2,4500,TYS,Green,No,Knoxville,Tennessee
8-Jan-18,0143,UPS916,B752,7500,ABQ,Green,No,Albuquerque,New Mexico
8-Jan-18,0154,CAP3092,C182,10500,ABQ,Green,No,Albuquerque,New Mexico
8-Jan-18,0225,AAL1003,B738,13500,SLC,Green,No,Salt Lake City,Utah
8-Jan-18,0238,N31KT,C421,1700,POC,Green,No,La Verne,California
8-Jan-18,0249,N329BH,C25B,9200,PSP,Green,No,Palm Springs,California
8-Jan-18,0455,SKW5277,CRJ2,12000,PMD,Green,No,Palmdale,California
8-Jan-18,0500,UAL1845,B753,13000,DEN,Green,No,Denver,Colorado
8-Jan-18,1230,METRO1,HELO,1000,BOS,Green,No,Boston,Massachusetts
9-Jan-18,0134,AAL1878,A319,2300,PHX,Green,No,Phoenix,Arizona
9-Jan-18,0138,HAWK237,T45,2000,CLL,Green,No,College Station,Texas
9-Jan-18,0152,N83FP,C172,3000,RSW,Green,No,Labelle,Florida
9-Jan-18,0220,CONN337,C172,1700,GNV,White,No,Gainesville,Florida
9-Jan-18,0240,OMAHA53,HEL,1000,SJU,Green,No,San Juan,Puerto Rico
9-Jan-18,0250,SKW3166,CRJ7,1500,ORD,Green and Red,No,Chicago,Illinois
9-Jan-18,0301,QXE2798,E75S,6200,ABQ,Green,No,Albuquerque,New Mexico
9-Jan-18,0427,MMY1,BE9L,1300,RDD,Green,No,Redding,California
9-Jan-18,0459,RPA3288,E170,8900,ABQ,Green,No,Albuquerque,New Mexico
9-Jan-18,2230,GPD107,PC12,1800,SJU,Green,No,San Juan,Puerto Rico
9-Jan-18,2305,N400J,GLF4/L,12000,CXY,Green,No,Harrisburg,Pennsylvania
9-Jan-18,2340,RPA3656,E170,4000,CLT,Green,No,Charlotte,Puerto Rico
9-Jan-18,2342,AAL1704,A320,4000,CLT,Green,No,Charlotte,North Carolina
9-Jan-18,2345,PWD755,MD82/W,5000,SJU,Green,No,San Juan,Puerto Rico
10-Jan-18,0020,OMAHA2AM,HELO,7000,MFE,Green,No,McAllen,Texas
10-Jan-18,0051,DAL3,B763,1500,JFK,Green,No,New York,New York
10-Jan-18,0110,DAL2501,A321,35000,JFK,Green,No,New York,New York
10-Jan-18,0110,DAL2652,A320,10000,EWR,Green,No,Newark,New Jersey
10-Jan-18,0110,RPA600,E700,10000,EWR,Green,No,Newark,New Jersey
10-Jan-18,0149,N541Z,F2TH,35000,TTN,Green,No,Trenton,New Jersey
10-Jan-18,0150,SDU107,FA50,35000,TTN,Green,No,Trenton,New Jersey
10-Jan-18,0257,ASH6069,E75S,9000,ABQ,Green,No,Albuquerque,New Mexico
10-Jan-18,0330,STORM71,AH1,27000,YUM,Green,No,Yuma,Arizona
10-Jan-18,0418,AAL2663,MD82,2000,DSM,Green,No,Des Moines,Iowa
10-Jan-18,0425,AAL2647,A321,32000,AUS,Green,No,Austin,Texas
10-Jan-18,0700,ASA9622,B737,9000,ANC,Green,No,Anchorage,Alaska
11-Jan-18,0011,UCM454,C172,3500,LLU,Green,No,Lamar,Missouri
11-Jan-18,0100,RICAN02,C130,5000,SJU,Green,No,San Juan,Puerto Rico
11-Jan-18,0113,WIG1057,BE99,2000,MHT,Green,No,Manchester,New Hampshire
11-Jan-18,0118,N400DH,CL60,3000,BRO,Green,No,Brownsville,Texas
11-Jan-18,0152,BTQ817,PC12,6000,IWA,Green,No,Phoenix,Arizona
11-Jan-18,0158,N876UC,C56X,2000,SMX,Green,No,Santa Maria,California
11-Jan-18,0220,SWA5869,B737,4500,MSY,Green,No,New Orleans,Louisiana
11-Jan-18,0230,AWI3875,CRJ2,5000,CHO,Blue,No,Charlottesville,Virginia
11-Jan-18,0235,HGT3344,E145,3000,PHX,Green,No,Phoenix,Arizona
11-Jan-18,0237,ROM28,PC12,10000,OXR,Green,No,Ventura,California
11-Jan-18,0258,N2121L,C182,6500,DVT,Green,No,Phoenix,Arizona
11-Jan-18,0258,SNTRY40,E3,12000,JLN,Green,No,Joplin,Missouri
11-Jan-18,0308,EJA393,E55P,1000,BJC,Green,No,Broomfield,Colorado
11-Jan-18,0320,JBU392,A320,15000,PVD,Green,No,Providence,Rhode Island
11-Jan-18,0350,N108ND,P28A,3300,PHX,Green,No,Phoenix,Arizona
11-Jan-18,0418,DAL88,B738,16000,SLI,Green,No,Los Alamitos,California
11-Jan-18,0532,UPS301,A306,3000,SDF,Green,No,Louisville,Kentucky
11-Jan-18,0542,SKW5609,E175,5000,DFW,Green,No,Dallas,Texas
11-Jan-18,0930,GTX248,BE36,4000,JYO,Green and Red,No,Leesburg,Virginia
11-Jan-18,2255,MTN7124,C208/G,3500,SJU,Green,No,San Juan,Puerto Rico
11-Jan-18,2300,SWA9012,B738,5000,DCA,Green,No,Washington,District of Columbia
11-Jan-18,2319,GAJ247,F900,1800,TEB,Green,No,Teterboro,New Jersey
11-Jan-18,2345,SWA9007,B737,1900,SJU,Green,No,San Juan,Puerto Rico
12-Jan-18,0003,OMAHA51A,AEST,500,BQN,Green,No,Aguadilla,Puerto Rico
12-Jan-18,0047,SKW3590,CRJ2,5000,MGM,Green,No,Montgomery,Alabama
12-Jan-18,0049,DAL1269,B712,12000,PIE,Green,No,St. Petersburg,Florida
12-Jan-18,0100,VVAJ106,F16,800,CPK,Green,No,Chesapeake,Virginia
12-Jan-18,0117,JIA5106,CRJ7,5000,SGH,Green,No,Dayton,Ohio
12-Jan-18,0200,JSX244,E135,31000,HLI,Green,No,Hollister,California
12-Jan-18,0222,SWA5739,B738,4500,MSY,Green,No,New Orleans,Louisiana
12-Jan-18,0309,JBU2209,A320,15000,PVD,Green,No,Providence,Rhode Island
12-Jan-18,0355,JSX249,E135,10000,MOD,Green,No,Modesto,California
12-Jan-18,0425,ASH5987,CRJ9,1000,SBA,Green,No,Santa Barbara,California
12-Jan-18,0504,SKW4702,CRJ7,33000,FAR,Green,No,Alexandria,Minnesota
12-Jan-18,0545,SWA107,B737,22000,RBL,Green,No,Red Bluff,California
13-Jan-18,0120,BTQ613,PC12,6500,ABQ,Green,No,Albuquerque,New Mexico
13-Jan-18,0123,EMP774,C208,8000,ABQ,Green,No,Albuquerque,New Mexico
13-Jan-18,0126,SWA5929,B737,7200,ABQ,Green,No,Albuquerque,New Mexico
13-Jan-18,0210,SKW4756,CRJ200,26000,ATL,Red,No,Atlanta,Georgia
13-Jan-18,0222,N35115,C172,2300,YUM,Green,No,Yuma,Arizona
13-Jan-18,0258,SWA867,B737,12000,IAH,Green,No,Houston,Texas
13-Jan-18,0305,RPA3288,E75L,8000,ABQ,Green,No,Albuquerque,New Mexico
13-Jan-18,0310,LN3221M,BE9L,8000,ABQ,Green,No,Albuquerque,New Mexico
13-Jan-18,0320,BALL81,T6,6000,ABQ,Green,No,Albuquerque,New Mexico
13-Jan-18,0322,UPS797,A306,9000,ABQ,Green,No,Albuquerque,New Mexico
13-Jan-18,0330,LF37,HELO,4600,SLC,Green,No,Salt Lake City,Utah
13-Jan-18,0340,SWA3026,B737,16000,MCI,Green,No,Kansas City,Missouri
13-Jan-18,0702,PHI53,HELI,7500,ABQ,Green,No,Albuquerque,New Mexico
13-Jan-18,0705,MED53,HELO,7500,ABQ,Green,No,Albuquerque,New Mexico
13-Jan-18,0720,DAL672,B739,32000,PGA,Green,No,Page,Arizona
14-Jan-18,0020,SKW3300,E75S,6000,AUS,Green,No,Austin,Texas
14-Jan-18,0050,AAL2758,B738,8000,ABQ,Green,No,Albuquerque,New Mexico
14-Jan-18,0057,CGOSM,C172,4500,GNV,Green,No,Gainesville,Florida
14-Jan-18,0131,SKW5755,E75L/L,36000,ABQ,Green,No,Albuquerque,New Mexico
14-Jan-18,0157,QXE2730,E75S,11000,ABQ,Green,No,Albuquerque,New Mexico
14-Jan-18,0340,SWA2938,B738,9000,ABQ,Green,No,Albuquerque,New Mexico
14-Jan-18,0350,ASA862,B737,10000,PDX,Green,No,Portland,Oregon
14-Jan-18,0455,DAL1852,B757,12000,SEA,Green,No,Seattle,Washington
14-Jan-18,0514,DAL1911,MD80,10200,RBD,Green,No,Dallas,Texas
14-Jan-18,0523,UAL651,B739,7000,SAN,Green,No,San Diego,California
14-Jan-18,0638,TN168AJ,PC12,10000,SNS,Multiple,No,Salinas,California
14-Jan-18,2331,SWA3994,B737,1200,MDW,Green,No,Chicago,Illinois
14-Jan-18,2344,EDV3512,CRJ2,15000,CAD,Green,No,Cadillac,Michigan
14-Jan-18,2349,UJC6,J328,13000,VJI,Green,No,Dublin,Virginia
14-Jan-18,2349,UJC8,J328,13000,ROA,Green,No,Roanoke,Virginia
14-Jan-18,2357,LXJ451,G4,9000,OPF,Green and yellow,No,Miami,Florida
14-Jan-18,2359,N67657,C152,2000,SMO,Green,No,Santa Monica,California
15-Jan-18,0132,SWA2555,B737,7000,BNA,Green,No,Nashville,Tennessee
15-Jan-18,0237,BTQ329,PC12,4300,OAK,Green,No,Oakland,California
15-Jan-18,0329,SWA2525,B737,6000,AUS,Green,No,Lago Vista,Texas
15-Jan-18,0335,N77WE,PA28,2200,AUS,Green,No,Austin,Texas
15-Jan-18,0402,N4389L,C172,5000,SMX,Green,No,Santa Maria,California
15-Jan-18,0444,UAL1075,B737,5000,SNA,Green,No,Salinas,California
15-Jan-18,0455,SWA3093,B737/L,12000,VNY,Green,No,Burbank,California
15-Jan-18,0455,SWA3893,B737,12000,LAX,Green,No,Los Angeles,California
15-Jan-18,0550,CFLT18,AS50,9000,ABQ,Green,No,Albuquerque,New Mexico
15-Jan-18,0550,JBU65,A320,8000,ABQ,Green,No,Albuquerque,New Mexico
15-Jan-18,2258,ENY3275,E145/L,1500,LGA,Green,No,New York,New York
15-Jan-18,2345,JIA5138,CRJ9,12000,TYS,Green,No,Knoxville,Tennessee
16-Jan-18,0006,N2727,P28A,6500,RDU,Green,No,Raleigh,North Carolina
16-Jan-18,0105,ASQ4361,E145,13000,TYS,Green,No,Knoxville,Tennessee
16-Jan-18,0127,JBU2138,E190,2000,SJU,Green,No,San Juan,Puerto Rico
16-Jan-18,0151,N66215,C172,2000,CMA,Green,No,Camarillo,California
16-Jan-18,0215,DAL2712,B712,2500,LAX,White,No,Los Angeles,California
16-Jan-18,0225,UAL592,B753,2500,LAX,White,No,Los Angeles,California
16-Jan-18,0225,UAL598,B753,2500,LAX,White,No,Los Angeles,California
16-Jan-18,0247,DAL1794,B712/L,18000,CNI,Green,No,Canton,Georgia
16-Jan-18,0250,N208BH,LJ60,7000,SNA,Green,No,Santa Ana,California
16-Jan-18,0440,CPZ6008,E75L,11000,SNS,Green,No,Salinas,California
16-Jan-18,0450,MSQT267,P28A,4000,IWA,Green,No,Phoenix,Arizona
16-Jan-18,0524,N8421E,PC12,8000,NYL,Green,No,Yuma,Texas
16-Jan-18,0705,N8GQ,C25C,400,HWD,Green,No,Hayward,California
16-Jan-18,0711,SKW3437,E75L,11000,BOI,Green,No,Boise,Idaho
16-Jan-18,1140,UPS802,B763,14000,DEN,Green,No,Denver,Colorado
16-Jan-18,1311,FFT243,A319,17000,DEN,Green,No,Denver,Colorado
16-Jan-18,1313,FFT129,A319,17000,DEN,Green,No,Denver,Colorado
16-Jan-18,2320,LANCR61,P8,2500,RIC,Green,No,Richmond,Virginia
17-Jan-18,0023,N904WA,C152,700,HWO,Green,No,Pembroke Pines,Florida
17-Jan-18,0120,AAL2413,A321,3500,DFW,Green and Red,No,Dallas-Fort Worth,Texas
17-Jan-18,0148,DAL602,B739,10000,SEA,Green,No,Seattle,Washington
17-Jan-18,0200,MSQT55,PA44,2700,DVT,Green,No,Phoenix,Arizona
17-Jan-18,0205,UAL1718,A319,7500,DAL,Green,No,Dallas,Texas
17-Jan-18,0243,UAL1827,B737,14000,SAN,Green,No,San Diego,California
17-Jan-18,0300,CANES3,SW3,6500,FXE,Blue,No,Fort Lauderdale,Florida
17-Jan-18,0300,STALK72,C130,5900,ABQ,Green,No,Albuquerque,New Mexico
17-Jan-18,0315,ASA834,B738,14000,SLE,Green,No,Salem,Oregon
17-Jan-18,0317,SKW3407,E75L,9500,SJC,Green,No,San Jose,California
17-Jan-18,0319,SWA1875,B737,9500,SJC,Green,No,San Jose,California
17-Jan-18,0323,UAL1779,A320,6500,ABQ,Green,No,Albuquerque,New Mexico
17-Jan-18,0340,STORM31,UH1,2300,NYL,Green,No,Yuma,Arizona
17-Jan-18,0415,ASAA834,B737,14000,17S,Green,No,Newberg,Oregon
17-Jan-18,0448,JBU2138,E190,2000,SJU,Green,No,San Juan,Puerto Rico
17-Jan-18,0456,SKW3345,E75L,3500,SAN,Green,No,San Diego,California
17-Jan-18,0555,QXE2009,DH8D,8000,RDM,Green,No,Redmond,Oregon
17-Jan-18,0700,ROM98,PC12,500,SBA,Green,No,Santa Barbara,California
17-Jan-18,0733,LN266RD,BE9L,7000,ABQ,Green,No,Albuquerque,New Mexico
17-Jan-18,1005,CFS8276,AT72,9000,DTO,Green,No,Denton,Texas
17-Jan-18,2320,DRL45,LJ45/L,15000,DAY,Green,No,Dayton,Ohio
18-Jan-18,0045,RDDL451,C172,3500,VQQ,Green,No,Jacksonville,Florida
18-Jan-18,0108,IRO7592,C208,8500,ESC,Green,No,Escanaba,Michigan
18-Jan-18,0230,N550TH,F900,6000,LAX,Green,No,Los Angeles,California
18-Jan-18,0309,SWA6062,B737,10000,SAN,Green,No,San Diego,California
18-Jan-18,0321,SWA159,B737,4000,PHX,Green,No,Phoenix,Arizona
18-Jan-18,0336,DAL2246,B738,10000,SAN,Green,No,San Diego,California
18-Jan-18,0402,SWA1475,B737,5000,SJC,Green,No,San Jose,California
18-Jan-18,0525,SWA6192,B737,11000,SAN,Green,No,San Diego,California
18-Jan-18,2238,ASQ4355,E145,6000,MMU,Green,No,Morristown,New Jersey
18-Jan-18,2335,VTE3104,E135,6500,MCN,Green,No,Macon,Georgia
19-Jan-18,0053,AAY1703,A320,5500,FLL,Green,No,Fort Lauderdale,Florida
19-Jan-18,0111,SWA1318,B738,1800,MDW,Green,No,Chicago,Illinois
19-Jan-18,0122,VTE1428,BE40,10000,PIT,Green,No,Pittsburgh,Pennsylvania
19-Jan-18,0215,OMAHA74,HELO,6500,CA89,Red,No,Lake Elsinore,California
19-Jan-18,0219,ASH6207,E75S,5000,IAH,Green,No,Houston,Texas
19-Jan-18,0219,ASQ4058,E145,5000,IAH,Green,No,Houston,Texas
19-Jan-18,0300,JIA5551,CRJ2/L,22000,IAD,Green,No,Dulles,Virginia
19-Jan-18,0312,ENY3544,E135/L,13000,FTW,Green,No,Fort Worth,Texas
19-Jan-18,0325,SWA105,B738,1000,SAN,Green,No,San Diego,California
19-Jan-18,0400,AAL925,B738,31000,OH55,Green,No,Barlow,Ohio
19-Jan-18,0402,SKW4295,CRJ2,10000,MSP,Green,No,Minneapolis,Minnesota
19-Jan-18,0430,N430TB,E50P,2000,SBA,Green,No,Santa Barbara,California
19-Jan-18,0430,N430TP,E50P,2000,SBA,Green,No,Santa Barbara,California
19-Jan-18,0435,UAL1884,B737,5000,PDX,Blue,No,Portland,Oregon
19-Jan-18,0440,UPS489,B767,4000,SDF,Green,No,Louisville,Kentucky
19-Jan-18,0445,UPS1189,B763,4000,SDF,Green,No,Louisville,Kentucky
19-Jan-18,0445,UPS661,MD11,4000,SDF,Green,No,Louisville,Kentucky
19-Jan-18,0450,UPS1303,MD11,4000,SDF,Green,No,Louisville,Kentucky
19-Jan-18,0532,LBQ792,PC12,10000,PIT,Green,No,Pittsburgh,Pennsylvania
19-Jan-18,0550,AAY341,A319,2600,LAX,Green,No,Los Angeles,California
19-Jan-18,0633,ASA1415,A320,1600,LAX,Green,No,Los Angeles,California
19-Jan-18,0633,DAL1252,B738,7500,RNO,Green,No,Reno,Nevada
19-Jan-18,1311,DAL1667,B739,5000,MSP,Green,No,Minneapolis,Minnesota
19-Jan-18,2350,N454AE,HELO,3500,CRW,Green,No,Charleston,West Virginia
20-Jan-18,0030,SWA1898,B738,2700,FLL,Blue or Green,No,Fort Lauderdale,Florida
20-Jan-18,0120,N76927,SR22,5000,SME,Green,No,Somerset,Kentucky
20-Jan-18,0120,N927DB,SR22/G,5000,LEX,Green,No,Lexington,Kentucky
20-Jan-18,0130,CPZ6028,E75L,1800,LAX,Green,No,Los Angeles,California
20-Jan-18,0144,ENY3474,E145,10000,BNA,Green,No,Nashville,Tennessee
20-Jan-18,0221,JBU2618,E190,5000,JAX,Green,No,Jacksonville,Florida
20-Jan-18,0344,RNGR42,C130,6500,BZA,Green,No,Bozeman,Montana
20-Jan-18,0355,SKW5282,CRJ2,11000,COS,Green,No,Colorado Springs,Colorado
20-Jan-18,0428,JIA5495,CRJ2,5000,ALB,Green,No,Albany,New York
20-Jan-18,0440,DAL2202,B737,2800,LAS,Green,No,Las Vegas,Nevada
20-Jan-18,0525,AAL1564,B738,8000,MIA,Green,No,Miami,Florida
20-Jan-18,0530,SKW5816,CRJ9,4000,BFL,Green,No,Bakersfield,California
20-Jan-18,0546,SKW5593,E75S,8500,BZN,Green,No,Bozeman,Montana
20-Jan-18,0554,SKW4698,E75S,5500,BOI,Green,No,Boise,Idaho
20-Jan-18,0620,MHO751,C208,1500,OGG,Green,No,Kahului,Hawaii
20-Jan-18,0634,SKW4641,CRJ7,1500,FAT,Green,No,Fresno,California
20-Jan-18,0742,N238JP,C55B,12000,FAT,Green,No,Fresno,California
20-Jan-18,0742,NT6,A350,2800,LAS,Green,No,Las Vegas,Nevada
20-Jan-18,1115,FDX1523,A306,10000,STL,Green,No,St. Louis,Missouri
21-Jan-18,0004,SWA4439,B737,1000,ORD,Green,No,Chicago,Illinois
